<----Clip Here for Data----->
HGNC ID	Approved Name	Aliases	Name Aliases	Pubmed IDs
25151	adenosine deaminase, tRNA-specific 3, TAD3 homolog (S. cerevisiae)	TAD3	"tRNA-specific adenosine deaminase 3 homolog (S. cerevisiae)"	12457566
29957	arginine decarboxylase	ODC-p, ODC1L, KIAA1945	"ornithine decarboxylase like"	11587527, 14738999
19038	aarF domain containing kinase 1	FLJ39600		12471243
19039	aarF domain containing kinase 2	MGC20727		
19041	aarF domain containing kinase 4	FLJ12229, COQ8		
21738	aarF domain containing kinase 5	FLJ35454		
229	adenosine deaminase complexing protein 1			279003, 6933468
232	adenylate cyclase 1 (brain)	AC1		8314585
233	adenylate cyclase 2 (brain)	HBAC2, KIAA1060, AC2		1427768
234	adenylate cyclase 3	AC3		9920776
235	adenylate cyclase 4	AC4		7766992
236	adenylate cyclase 5	AC5		10481931
237	adenylate cyclase 6	AC6		
238	adenylate cyclase 7	KIAA0037, AC7		7860067
239	adenylate cyclase 8 (brain)	HBAC1, AC8		8076676
240	adenylate cyclase 9	AC9		9628827
21285	adenylate cyclase 10 (soluble)	SAC, Sacy, SACI, HCA2, RP1-313L4.2	"soluble adenylyl cyclase", "Hypercalciuria, absorptive, 2"	
241	adenylate cyclase activating polypeptide 1 (pituitary)	PACAP		1730060
242	adenylate cyclase activating polypeptide 1 (pituitary) receptor type I	PACAPR		7902709
243	adducin 1 (alpha)			1840603
244	adducin 2 (beta)	ADDB		1840603
245	adducin 3 (gamma)			8893809
247	albinism-deafness syndrome			5801459, 2349949
249	alcohol dehydrogenase 1A (class I), alpha polypeptide			3006456
250	alcohol dehydrogenase 1B (class I), beta polypeptide			3006456
251	alcohol dehydrogenase 1C (class I), gamma polypeptide			3006456
252	alcohol dehydrogenase 4 (class II), pi polypeptide	ADH-2		
253	alcohol dehydrogenase 5 (class III), chi polypeptide	ADH-3, ADHX		1446828, 6424546
22976	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 2			
22991	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 3			
21377	alcohol dehydrogenase 5 (class III), chi polypeptide, pseudogene 4	bA707M13.2		
255	alcohol dehydrogenase 6 (class V)	ADH-5		1881901
256	alcohol dehydrogenase 7 (class IV), mu or sigma polypeptide	ADH-4		8195208
16354	alcohol dehydrogenase, iron containing, 1	ADHFe1, FLJ32430		12592711
30576	acireductone dioxygenase 1	SIPL, MTCBP-1, ARD, APL1, FLJ10913, HMFT1638	"membrane-type 1 matrix metalloproteinase cytoplasmic tail binding protein-1"	14718544, 15938715
28606	adipogenin	MGC39724, SMAF1, RP5-1100H13.2	"small adipocyte factor 1"	15567149, 16132694
13633	adiponectin, C1Q and collagen domain containing	ACRP30, AdipoQ, apM1, GBP28, adiponectin	"adipose most abundant gene transcript 1"	7592907, 8631877
24040	adiponectin receptor 1	PAQR1, ACDCR1		12802337
24041	adiponectin receptor 2	PAQR2, ACDCR2		12802337
257	adenosine kinase	AK	"adenosine 5'-phosphotransferase"	8577746
259	adrenomedullin	AM		7688224
28898	adrenomedullin 2	AM2, FLJ21135		14706825
15766	activity-dependent neuroprotector homeobox	KIAA0784, ADNP1	"ADNP homeobox 1"	9872452, 11013255
23803	ADNP homeobox 2	KIAA0863		
23506	2-aminoethanethiol (cysteamine) dioxygenase	FLJ14547	"cysteamine dioxygenase"	17581819
262	adenosine A1 receptor	RDC7		1662665, 2541503
263	adenosine A2a receptor	RDC8		1662665, 2541503
264	adenosine A2b receptor			7558011
265	adenosine A2b receptor pseudogene			7558011
268	adenosine A3 receptor	AD026		7607699
25250	ADP-dependent glucokinase	DKFZp434B195, ADP-GK		11230166
269	ADP-ribosylarginine hydrolase	ARH1		8349667, 12070318
21303	ADP-ribosylhydrolase like 1	ARH2		12070318
21304	ADP-ribosylhydrolase like 2	ARH3, FLJ20446		12070318, 16278211
274	ADP-ribosyltransferase (NAD+; poly (ADP-ribose) polymerase)-like 4			10591208
277	adrenergic, alpha-1A-, receptor	ADRA1L1		
278	adrenergic, alpha-1B-, receptor			
280	adrenergic, alpha-1D-, receptor	ADRA1R, ADRA1A, ADRA1		8039425
281	adrenergic, alpha-2A-, receptor	ADRAR	"alpha-2AAR subtype C10", " alpha-2A-adrenergic receptor"	
282	adrenergic, alpha-2B-, receptor	ADRARL1		2164221
283	adrenergic, alpha-2C-, receptor	ADRARL2		1849485
285	adrenergic, beta-1-, receptor			
286	adrenergic, beta-2-, receptor, surface	ADRBR, BAR, B2AR		
288	adrenergic, beta-3-, receptor			7898940, 15123695
289	adrenergic, beta, receptor kinase 1	GRK2, BARK1		2037065
290	adrenergic, beta, receptor kinase 2	GRK3, BARK2		7695743
15759	adhesion regulating molecule 1	GP110, Rpn13, ARM1		8033103
291	adenylosuccinate lyase			8404037
292	adenylosuccinate synthase			2004783, 1592113
20093	adenylosuccinate synthase like 1	FLJ38602		
297	adaptin, beta 1-like 1	dJ127L4.2		10591208
298	adaptin, beta 1-like 2	dJ127L4.3		10591208
303	AE binding protein 1	ACLP	"aortic carboxypeptidase-like protein", "adipocyte enhancer binding protein 1"	8920928
24051	AE binding protein 2	MGC17922		10329662
25722	apoptosis enhancing nuclease	FLJ12484, FLJ12562		18264133, 16171785
307	amino-terminal enhancer of split	GRG5, TLE5		8365415
309	AF8 temperature sensitivity complementing			
310	ankyloblepharon filiforme adnatum			8135297
24017	actin filament associated protein 1	AFAP-110, AFAP		14755689, 11641786, 11607843
26714	actin filament associated protein 1-like 1	FLJ36748		
25901	actin filament associated protein 1-like 2	FLJ14564, Em:AC005383.4, XB130		11572484, 17412687
312	acrofacial dysostosis 1, Nager type			
7135	AF4/FMR2 family, member 1	AF-4, AF4		7689231, 1423625, 8353274
3776	AF4/FMR2 family, member 2	FRAXE		
6473	AF4/FMR2 family, member 3	MLLT2-like		8662235, 8555498
17869	AF4/FMR2 family, member 4	AF5Q31, MCEF	"ALL1 fused gene from 5q31"	10588740
314	AFG3 ATPase family gene 3-like 1 (S. cerevisiae)			9545647, 11549317
315	AFG3 ATPase family gene 3-like 2 (yeast)			10395799, 18769991
24169	AFG3 ATPase family gene 3-like 2 (yeast) pseudogene			
316	afamin	ALB2, ALBA		7517938
20910	arylformamidase	DKFZp686F03259, KF		
317	alpha-fetoprotein	FETA		
25951	aftiphilin	MGC33965, FLJ20080, FLJ23793, Nbla10388		14665628, 15758025, 15811338
318	aspartylglucosaminidase	ASRG	"glycosylasparaginase"	
16922	ArfGAP with GTPase domain, ankyrin repeat and PH domain 1	KIAA1099, GGAP1		
16921	ArfGAP with GTPase domain, ankyrin repeat and PH domain 2			
16923	ArfGAP with GTPase domain, ankyrin repeat and PH domain 3			
23459	ArfGAP with GTPase domain, ankyrin repeat and PH domain 4	Em:AC012044.1, MRIP2		12477932
23467	ArfGAP with GTPase domain, ankyrin repeat and PH domain 5	Em:AC073389.1		
23466	ArfGAP with GTPase domain, ankyrin repeat and PH domain 6	bA324H6.1		
23465	ArfGAP with GTPase domain, ankyrin repeat and PH domain 7	bA109G10.1		
23464	ArfGAP with GTPase domain, ankyrin repeat and PH domain 8			
23463	ArfGAP with GTPase domain, ankyrin repeat and PH domain 9	bA301J7.2, FLJ00312		
23462	ArfGAP with GTPase domain, ankyrin repeat and PH domain 10	bA144G6.2		
29421	ankyrin repeat and GTPase domain Arf GTPase activating protein 11	KIAA1975		11853319
26504	ATP/GTP binding protein-like 1	FLJ32310		12477932
26296	ATP/GTP binding protein-like 2	FLJ23598		12738998
27981	ATP/GTP binding protein-like 3	MGC32955		
25892	ATP/GTP binding protein-like 4	FLJ14442		
26147	ATP/GTP binding protein-like 5	FLJ21839		
320	advanced glycosylation end product-specific receptor	RAGE		7713518
5175	ArfGAP with FG repeats 1	RIP, RAB		7637788
5177	ArfGAP with FG repeats 2	RABR		9799793
24684	angiogenic factor with G patch and FHA domains 1	VG5Q, HSU84971, FLJ10283, GPATC7, GPATCH7		12477932, 18564129, 17103452
21869	acylglycerol kinase	FLJ10842		15252046, 15939762, 17135245
37661	acylglycerol kinase pseudogene 1	AGKY1	"acylglycerol kinase Y-linked pseudogene 1"	
321	amylo-1, 6-glucosidase, 4-alpha-glucanotransferase		"glycogen debranching enzyme", "glycogen storage disease type III"	1505983
18407	agmatine ureohydrolase (agmatinase)	FLJ23384		11804860, 14648699, 11914032
323	agammaglobulinemia, X-linked 2 (with growth hormone deficiency)			
324	1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosphatidic acid acyltransferase, alpha)	LPAAT-alpha		9461603, 9291118
325	1-acylglycerol-3-phosphate O-acyltransferase 2 (lysophosphatidic acid acyltransferase, beta)		"LPAAT-beta"	9242711, 9212163
326	1-acylglycerol-3-phosphate O-acyltransferase 3	LPAAT-gamma		
20885	1-acylglycerol-3-phosphate O-acyltransferase 4 (lysophosphatidic acid acyltransferase, delta)	LPAAT-delta, dJ473J16.2		
20886	1-acylglycerol-3-phosphate O-acyltransferase 5 (lysophosphatidic acid acyltransferase, epsilon)	FLJ11210, LPAAT-e, LPAAT-epsilon		
20880	1-acylglycerol-3-phosphate O-acyltransferase 6 (lysophosphatidic acid acyltransferase, zeta)	DKFZp586M1819, LPAAT-zeta		12938015
28157	1-acylglycerol-3-phosphate O-acyltransferase 9	MGC11324, LPAAT-theta, MAG1, HMFN0839	"lysophosphatidic acid acyltransferase, theta"	12975309
34403	aminoglycoside phosphotransferase domain containing 1	LOC123688		18780872
327	alkylglycerone phosphate synthase	ADHAPS, ADAS, ALDHPSY, ADPS, ADAP-S		9187299, 9553082
328	anterior gradient homolog 2 (Xenopus laevis)	XAG-2, HAG-2, AG2, PDIA17	"protein disulfide isomerase family A, member 17"	9790916
24167	anterior gradient homolog 3 (Xenopus laevis)	HAG3, hAG-3, BCMP11, PDIA18	"breast cancer membrane protein 11", "protein disulfide isomerase family A, member 18"	12592373, 12477722
329	agrin	AGRIN	"agrin proteoglycan"	1851019, 12270958
330	agouti related protein homolog (mouse)	Agrt, ART, ASIP2		9119224, 9311920
333	angiotensinogen (serpin peptidase inhibitor, clade A, member 8)		"alpha-1 antiproteinase, antitrypsin"	6089875
17258	ATP/GTP binding protein 1	KIAA1035, Nna1		11083920
336	angiotensin II receptor, type 1	AT1, AT2R1, AGTR1A, AT2R1A, HAT1R, AG2S, AT2R1B, AT1B		1550596
338	angiotensin II receptor, type 2	AT2, MRX88		1550596
13539	angiotensin II receptor-associated protein	ATRAP		11733189
341	alanine-glyoxylate aminotransferase	AGXT1, PH1, AGT, SPT, AGT1	"oxalosis I", "primary hyperoxaluria type 1", "L-alanine: glyoxylate aminotransferase 1", "serine:pyruvate aminotransferase", "glycolicaciduria"	2039493, 2045108
14412	alanine-glyoxylate aminotransferase 2	AGT2	"beta-alanine-pyruvate aminotransferase", "beta-ALAAT II"	15240345
14404	alanine-glyoxylate aminotransferase 2-like 1			7592550
28249	alanine-glyoxylate aminotransferase 2-like 2	MGC15875		12477932
24618	AT hook containing transcription factor 1	ELYS	"ELYS transcription factor like protein TMBS62"	11952839
24620	AT hook containing transcription factor 1 pseudogene	ELYS-like		
343	adenosylhomocysteinase	SAHH		7079734, 6580258
344	adenosylhomocysteinase-like 1	XPVKONA, IRBIT	"inositol 1,4,5-trisphosphate receptor-binding protein"	11904675, 16754674, 12525476
22204	adenosylhomocysteinase-like 2	KIAA0828		
25230	AT hook, DNA binding motif, containing 1	DJ159A19.3, RP1-159A19.1		8619474, 9110174
21575	Abelson helper integration site 1	FLJ20069, ORF1, JBTS3	"Jouberin"	15060101, 16240161
347	AHNAK nucleoprotein	MGC5395	"desmoyokin"	7987395, 12153988
20125	AHNAK nucleoprotein 2			
348	aryl hydrocarbon receptor	bHLHe76		8125016
346	aryl-hydrocarbon receptor repressor	KIAA1234, bHLHe77		1070014, 11423533
1189	AHA1, activator of heat shock 90kDa protein ATPase homolog 1 (yeast)	p38		
20437	AHA1, activator of heat shock 90kDa protein ATPase homolog 2 (yeast)	DKFZp564C236, Hch1		12504007
349	alpha-2-HS-glycoprotein	FETUA, A2HS, HSGA		9322749, 7736783
18075	alpha hemoglobin stabilizing protein	EDRF	"alpha hemoglobin stabilising protein"	11231637, 12066189
350	Aicardi syndrome			6818132, 1971852
13203	activation-induced cytidine deaminase	HIGM2, CDA2, ARP2, AID		
25761	axin interactor, dorsalization associated	FLJ12806	"axin interaction partner and dorsalization antagonist"	8619474, 9110174, 17681137
351	Aland island eye disease (Forsius-Eriksson ocular albinism, ocular albinism type 2)	OA2		
352	allograft inflammatory factor 1	IRT-1, AIF-1, Em:AF129756.17		8912632
28904	allograft inflammatory factor 1-like	IBA2, FLJ12783		11230166
8768	apoptosis-inducing factor, mitochondrion-associated, 1	AIF		9989411
21411	apoptosis-inducing factor, mitochondrion-associated, 2	FLJ14497, PRG3		12135761, 11980907, 15958387
26398	apoptosis-inducing factor, mitochondrion-associated, 3	AIFL, FLJ30473		15764604
21607	androgen-induced 1	dJ95L4.1, AIG-1, FLJ10485		11266118
355	amelogenesis imperfecta 3, hypomaturation or hypoplastic type			1358807
356	absent in melanoma 1	ST4, CRYBG1	"suppression of tumorigenicity 4", "beta-gamma crystallin domain containing 1"	1680551, 12693952
17295	absent in melanoma 1-like	CRYBG2, FLJ38020	"beta-gamma crystallin domain containing 2"	
357	absent in melanoma 2	PYHIN4		9242382
10648	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	EMAPII, EMAP-2, p43	"EMAP II", "ARS-interacting multifunctional protein 1"	7929199, 7545917
20609	aminoacyl tRNA synthetase complex-interacting multifunctional protein 2	p38, PRO0992, JTV-1, JTV1		8666379, 18695251
358	aryl hydrocarbon receptor interacting protein	XAP2, ARA9, FKBP16		8972861, 9111057
359	aryl hydrocarbon receptor interacting protein-like 1			10615133, 14555765, 15365173
360	autoimmune regulator	PGA1, APS1	"autoimmune polyendocrinopathy candidiasis ectodermal dystrophy"	9398840
34515	antisense of IGF2R RNA (non-protein coding)	AIR, NCRNA00088, IGF2RAS	"non-protein coding RNA 88", "IGF2R antisense RNA"	18789384, 19008856
16304	autoimmune susceptibility 1			11912181, 12707860, 16098053
23054	autoimmune susceptibility 2			14691733
23083	autoimmune susceptibility 3 (vitiligo specific)			14691733
30801	adherens junctions associated protein 1	SHREW1, SHREW-1, MOT8	"transmembrane protein SHREW1"	14595118
361	adenylate kinase 1			
362	adenylate kinase 2			8843353, 6961883
24037	adenylate kinase 2 pseudogene 1	AK2B		10092943
33542	adenylate kinase 2 pseudogene 2			
17376	adenylate kinase 3	AKL3L1		8288, 182062
363	adenylate kinase 3-like 1	AK4		11485571
21596	adenylate kinase 3-like 2			
364	adenylate kinase 3 pseudogene 1			1639383
31099	adenylate kinase 3 pseudogene 2	HsT26053		
365	adenylate kinase 5			10215863
20091	adenylate kinase 7	FLJ32864		
367	A kinase (PRKA) anchor protein 1	AKAP121, AKAP149, SAKAP84, S-AKAP84, AKAP84	"protein kinase A1"	8769136, 7499250
372	A kinase (PRKA) anchor protein 2	AKAP-KL, KIAA0920, DKFZp564L0716	"protein kinase A2"	10231032
373	A kinase (PRKA) anchor protein 3	FSP95, SOB1, AKAP110, CT82	"Fibrous Sheath Protein of 95 kDa", "cancer/testis antigen 82"	10334916, 10319321
374	A kinase (PRKA) anchor protein 4	p82, hAKAP82, AKAP82, Fsc1, HI, CT99	"A-kinase anchor protein 82 kDa", "testis-specific gene HI", "protein kinase A anchoring protein 4", "cancer/testis antigen 99"	9822690, 9514854
375	A kinase (PRKA) anchor protein 5	AKAP75, AKAP79		1512224, 1618839
376	A kinase (PRKA) anchor protein 6	KIAA0311, mAKAP, AKAP100, PRKA6, ADAP6	"protein kinase A anchoring protein 6"	7721854, 9205841
377	A kinase (PRKA) anchor protein 7	AKAP18		9545239
378	A kinase (PRKA) anchor protein 8	AKAP95, DKFZp586B1222	"A-kinase anchor protein, 95kDa"	9473338
29857	A kinase (PRKA) anchor protein 8-like	NAKAP95, HAP95	"neighbor of A kinase anchoring protein 95"	10748171, 10761695
379	A kinase (PRKA) anchor protein (yotiao) 9	KIAA0803, AKAP350, AKAP450, CG-NAP, YOTIAO, HYPERION, PRKA9, MU-RMS-40.16A	"A-kinase anchoring protein 450", "AKAP9-BRAF fusion protein", "AKAP120-like protein", "centrosome- and golgi-localized protein", "kinase N-associated protein", "protein kinase A anchoring protein 9", "A-kinase anchor protein, 350kDa"	9482789, 10390370
368	A kinase (PRKA) anchor protein 10	D-AKAP2, PRKA10, MGC9414	"dual-specificity A-kinase anchoring protein 2", "protein kinase A anchoring protein 10", "mitochondrial A kinase PPKA anchor protein 10"	9326583
369	A kinase (PRKA) anchor protein 11	KIAA0629, AKAP220, PRKA11, FLJ11304, DKFZp781I12161	"AKAP 220", "A-kinase anchoring protein, 220kDa", "protein kinase A anchoring protein 11"	9734811, 8621616
370	A kinase (PRKA) anchor protein 12	AKAP250	"gravin"	9000000
371	A kinase (PRKA) anchor protein 13	Ht31, BRX, AKAP-Lbc, c-lbc, PROTO-LB, HA-3, ARHGEF13		9627117, 1860836
24061	A kinase (PRKA) anchor protein 14	AKAP28		12475942
33814	adenylate kinase domain containing 1	FLJ42177, FLJ25791, dJ70A9.1, MGC26954		
25744	akirin 1	FLJ12666		12477932
21407	akirin 2	FLJ10342, dJ486L4.2		
24108	AT-hook transcription factor	KIAA1968		11268217, 11853319
28398	AKNA domain containing 1	MGC26989		
380	aldo-keto reductase family 1, member A1 (aldehyde reductase)	ALR, DD3	"dihydrodiol dehydrogenase 3"	2498333, 10393438
381	aldo-keto reductase family 1, member B1 (aldose reductase)	AR		1901827
420	aldehyde reductase family 1, member B1 pseudogene 1			8244370
425	aldo-keto reductase family 1, member B1 pseudogene 2			1612607, 8244370
422	aldo-keto reductase family 1, member B1 pseudogene 3			8244370
423	aldo-keto reductase family 1, member B1 pseudogene 4			8244370
20002	aldo-keto reductase family 1, member B1 pseudogene 5			
33498	aldo-keto reductase family 1, member B1 pseudogene 6			
33497	aldo-keto reductase family 1, member B1 pseudogene 7			
33496	aldo-keto reductase family 1, member B1 pseudogene 8			
382	aldo-keto reductase family 1, member B10 (aldose reductase)	AKR1B12, ARL-1, HIS, ARL1, HSI, ALDRLn	"aldose reductase-like 1", "aldo-keto reductase family 1, member B11 (aldose reductase-like)", "aldose reductase-like peptide", "aldose reductase-related protein", "small intestine reductase"	9765596, 9565553
37281	aldo-keto reductase family 1, member B15			
384	aldo-keto reductase family 1, member C1 (dihydrodiol dehydrogenase 1; 20-alpha (3-alpha)-hydroxysteroid dehydrogenase)	DDH, MBAB, DD1, HAKRC		8011662
385	aldo-keto reductase family 1, member C2 (dihydrodiol dehydrogenase 2; bile acid binding protein; 3-alpha hydroxysteroid dehydrogenase, type III)	DD, BABP, DD2, HAKRD, MCDR2		9716498
386	aldo-keto reductase family 1, member C3 (3-alpha hydroxysteroid dehydrogenase, type II)	KIAA0119, DDX, HAKRB	"dihydrodiol dehydrogenase X"	7650035, 9792917
387	aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)	DD4, HAKRA, C11, 3-alpha-HSD, CDR, MGC22581		7789999
23469	aldo-keto reductase family 1, member C-like 1			15164054
388	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)			7508385, 10343119
11288	aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase) pseudogene			10343119
23437	aldo-keto reductase family 1, member E2	MGC10612		
389	aldo-keto reductase family 7, member A2 (aflatoxin aldehyde reductase)	AFAR		9576847
390	aldo-keto reductase family 7, member A3 (aflatoxin aldehyde reductase)			10383892
24056	aldo-keto reductase family 7-like	AFAR3		12879023
391	v-akt murine thymoma viral oncogene homolog 1	RAC, PKB, PRKBA, AKT		
28426	AKT1 substrate 1 (proline-rich)	PRAS40, MGC2865, Lobe	"proline-rich Akt substrate, 40 kDa"	12524439
392	v-akt murine thymoma viral oncogene homolog 2			1409633
393	v-akt murine thymoma viral oncogene homolog 3 (protein kinase B, gamma)	PKBG, RAC-gamma, PRKBG		10092583, 10208883
16710	AKT interacting protein	FLJ13258		7818539, 8626685
